,timestamp,open,high,low,close,volume
0,1766746200000,154.8,155.0,154.51,155.0,491.194
1,1766746500000,155.0,155.0,154.38,154.51,383.4265
2,1766746800000,154.51,154.51,154.26,154.27,428.3256
3,1766747100000,154.27,154.34,154.16,154.22,379.9557
4,1766747400000,154.22,154.22,153.97,154.0,344.7984
5,1766747700000,154.0,154.14,153.84,154.02,297.9181
6,1766748000000,154.02,154.02,153.55,153.78,453.3834
7,1766748300000,153.78,153.87,153.55,153.55,127.5648
8,1766748600000,153.55,153.91,153.55,153.75,160.9527
9,1766748900000,153.75,153.9,153.73,153.85,188.2497
10,1766749200000,153.85,153.92,153.77,153.88,875.0476
11,1766749500000,153.88,153.89,153.7,153.76,529.1264
12,1766749800000,153.76,154.16,153.76,154.04,807.1158
13,1766750100000,154.04,154.06,153.9,154.06,340.4861
14,1766750400000,154.06,154.16,153.98,154.12,677.4859
15,1766750700000,154.12,154.33,154.12,154.21,950.1798
16,1766751000000,154.21,154.44,154.21,154.41,307.6027
17,1766751300000,154.41,154.42,154.25,154.25,456.3725
18,1766751600000,154.25,154.42,154.21,154.38,612.8232
19,1766751900000,154.38,154.52,154.36,154.42,965.8846
20,1766752200000,154.42,154.59,154.33,154.55,713.1747
21,1766752500000,154.55,154.73,154.49,154.63,831.1634
22,1766752800000,154.63,154.79,154.59,154.77,1031.2596
23,1766753100000,154.77,155.11,154.7,154.82,734.4978
24,1766753400000,154.82,154.84,154.65,154.65,1784.9614
25,1766753700000,154.65,154.65,154.54,154.58,646.9682
26,1766754000000,154.58,154.8,154.5,154.78,541.4776
27,1766754300000,154.78,155.16,154.73,155.1,663.3512
28,1766754600000,155.1,155.78,155.03,155.65,757.505
29,1766754900000,155.65,155.83,155.38,155.77,614.2769
30,1766755200000,155.77,156.66,155.62,156.51,868.9614
31,1766755500000,156.51,156.65,155.97,156.21,1187.3065
32,1766755800000,156.21,157.42,156.21,156.89,1966.0517
33,1766756100000,156.89,156.94,155.88,156.42,1723.4025
34,1766756400000,156.42,156.56,156.02,156.07,1454.8194
35,1766756700000,156.07,157.0,156.06,156.77,1699.5656
36,1766757000000,156.77,156.9,156.35,156.48,2725.8012
37,1766757300000,156.48,156.52,156.19,156.39,2343.0286
38,1766757600000,156.39,156.56,156.08,156.52,1623.3235
39,1766757900000,156.52,156.52,156.09,156.09,826.1771
40,1766758200000,156.09,156.33,156.09,156.25,721.8001
41,1766758500000,156.25,156.28,156.05,156.19,795.8625
42,1766758800000,156.19,156.5,156.13,156.42,788.0904
43,1766759100000,156.42,156.58,156.19,156.41,1333.1447
44,1766759400000,156.41,156.46,155.59,155.73,1089.6302
45,1766759700000,155.73,155.85,155.0,155.06,1409.8691
46,1766760000000,155.06,155.3,154.7,155.22,1573.1398
47,1766760300000,155.22,155.29,153.88,154.07,1760.663
48,1766760600000,154.07,154.28,153.1,153.78,2489.1136
49,1766760900000,153.78,154.12,153.21,153.72,1888.9351
50,1766761200000,153.72,153.79,152.05,153.48,3036.3036
51,1766761500000,153.48,153.77,152.67,153.01,3409.275
52,1766761800000,153.01,153.01,152.2,152.28,3945.6091
53,1766762100000,152.28,153.03,151.86,152.53,4625.3329
54,1766762400000,152.53,153.87,152.28,153.64,4173.948
55,1766762700000,153.64,153.64,153.12,153.54,2553.1582
56,1766763000000,153.54,154.07,153.41,153.75,1964.4392
57,1766763300000,153.75,153.77,153.1,153.39,846.2255
58,1766763600000,153.39,153.61,153.13,153.56,1559.3301
59,1766763900000,153.56,154.15,153.34,153.91,2340.4632
60,1766764200000,153.91,154.15,153.32,154.15,2643.557
61,1766764500000,154.15,154.84,154.15,154.73,5661.4217
62,1766764800000,154.73,155.33,154.56,155.01,2395.6968
63,1766765100000,155.01,156.68,154.47,156.11,4218.8011
64,1766765400000,156.11,156.23,155.33,155.52,2022.979
65,1766765700000,155.52,155.89,155.06,155.89,877.3898
66,1766766000000,155.89,156.72,155.89,156.32,2416.2515
67,1766766300000,156.32,156.36,155.37,155.48,1440.2197
68,1766766600000,155.48,155.65,155.14,155.14,1476.5619
69,1766766900000,155.14,155.51,155.14,155.47,1437.7186
70,1766767200000,155.47,155.67,155.12,155.62,791.8095
71,1766767500000,155.62,155.63,155.16,155.34,662.2569
72,1766767800000,155.34,155.4,154.98,155.21,899.9398
73,1766768100000,155.21,155.31,154.22,154.48,2079.0733
74,1766768400000,154.48,154.8,154.25,154.7,1320.3564
75,1766768700000,154.7,154.94,154.41,154.51,2160.1048
76,1766769000000,154.51,154.59,154.29,154.48,830.3449
77,1766769300000,154.48,154.93,154.48,154.67,1021.085
78,1766769600000,154.67,154.77,154.39,154.5,1194.4215
79,1766769900000,154.5,155.58,154.44,155.08,2862.964
80,1766770200000,155.08,155.38,154.7,154.76,6350.8013
81,1766770500000,154.76,154.77,154.45,154.51,3735.747
82,1766770800000,154.51,154.85,154.45,154.66,3743.9852
83,1766771100000,154.66,154.92,154.48,154.82,1775.4002
84,1766771400000,154.82,155.02,154.44,154.58,2807.6775
85,1766771700000,154.58,154.81,154.5,154.77,1651.785
86,1766772000000,154.77,155.14,154.66,155.08,2610.6531
87,1766772300000,155.08,155.34,154.66,154.82,1763.7607
88,1766772600000,154.82,154.88,154.73,154.73,2331.0411
89,1766772900000,154.73,155.26,154.63,155.01,2721.3136
90,1766773200000,155.01,155.26,154.96,155.26,2335.5269
91,1766773500000,155.26,155.49,154.86,154.94,3218.8432
92,1766773800000,154.94,155.47,154.94,155.08,2301.498
93,1766774100000,155.08,155.3,155.04,155.18,2375.4678
94,1766774400000,155.18,155.25,155.08,155.18,2458.8456
